Product,Type,Release Date,Process Size (nm),TDP (W),Transistors (million),Freq (MHz),Vendor
NVIDIA GeForce RTX 3060 Mobile,GPU,2021-01-12,8.0,80.0,13250.0,900.0,NVIDIA
AMD Radeon HD 8650G IGP,GPU,2013-05-23,32.0,35.0,1303.0,533.0,AMD
NVIDIA GeForce GT 730A,GPU,2014-07-01,28.0,33.0,1020.0,719.0,NVIDIA
NVIDIA Quadro M2200 Mobile,GPU,2017-01-11,28.0,55.0,2940.0,695.0,NVIDIA
ATI Radeon X300,GPU,2004-09-01,110.0,36.0,107.0,375.0,ATI
NVIDIA GeForce 820M,GPU,2013-11-27,28.0,15.0,585.0,625.0,NVIDIA
AMD Radeon R5 Mobile Graphics,GPU,2016-06-01,28.0,15.0,1200.0,200.0,AMD
NVIDIA GeForce 7800 GS+ AGP,GPU,2006-09-28,90.0,75.0,278.0,375.0,NVIDIA
AMD Radeon HD 6550D IGP,GPU,2011-06-20,32.0,65.0,1178.0,600.0,AMD
AMD Radeon R9 390X,GPU,2015-06-18,28.0,275.0,6200.0,1050.0,AMD
NVIDIA GeForce 8600M GT,GPU,2007-12-31,80.0,20.0,289.0,475.0,NVIDIA
NVIDIA GeForce RTX 2070 Max-Q Refresh,GPU,2020-03-04,12.0,115.0,10800.0,900.0,NVIDIA
NVIDIA GeForce 9800 GX2,GPU,2008-03-18,65.0,197.0,754.0,600.0,NVIDIA
Intel GMA 3150,GPU,2007-05-09,45.0,13.0,123.0,400.0,Intel
NVIDIA GeForce GTX 460 SE v2,GPU,2010-11-15,40.0,150.0,1950.0,650.0,NVIDIA
ATI Mobility Radeon HD 5730,GPU,2010-01-07,40.0,26.0,627.0,650.0,ATI
NVIDIA Quadro NVS 295,GPU,2009-05-07,65.0,23.0,210.0,540.0,NVIDIA
NVIDIA GeForce 9400,GPU,2007-04-17,65.0,40.0,314.0,450.0,NVIDIA
AMD Radeon HD 7520G IGP,GPU,2012-06-06,32.0,35.0,1303.0,496.0,AMD
NVIDIA Tesla M2075,GPU,2011-07-25,40.0,225.0,3000.0,574.0,NVIDIA
NVIDIA Playstation 3 GPU 65nm,GPU,NaT,65.0,58.0,300.0,550.0,NVIDIA
AMD Radeon Vega 8 Mobile,GPU,2019-01-08,14.0,35.0,4940.0,300.0,AMD
NVIDIA Quadro K1000M,GPU,2012-06-01,28.0,45.0,1270.0,850.0,NVIDIA
NVIDIA Quadro M6000,GPU,2015-03-21,28.0,250.0,8000.0,988.0,NVIDIA
NVIDIA Quadro T500 Mobile,GPU,2020-12-02,12.0,18.0,4700.0,1365.0,NVIDIA
ATI Radeon X1950 XT,GPU,2006-10-17,90.0,96.0,384.0,625.0,ATI
ATI Radeon X800 XT AGP,GPU,2004-03-01,130.0,54.0,160.0,500.0,ATI
NVIDIA GeForce GTX 480 Core 512,GPU,NaT,40.0,375.0,3100.0,527.0,NVIDIA
NVIDIA GeForce 920A,GPU,2015-03-13,28.0,33.0,1020.0,954.0,NVIDIA
ATI Radeon 8500 XT,GPU,NaT,150.0,25.0,60.0,300.0,ATI
NVIDIA GeForce Go 7800 GTX,GPU,2005-09-29,110.0,65.0,302.0,440.0,NVIDIA
AMD Radeon Pro W5700,GPU,2019-11-19,7.0,205.0,10300.0,1400.0,AMD
AMD Radeon HD 6770M Mac Edition,GPU,2011-01-28,40.0,35.0,716.0,725.0,AMD
NVIDIA GeForce GTX 775M Mac Edition,GPU,2013-11-08,28.0,100.0,3540.0,797.0,NVIDIA
NVIDIA GeForce 9200M GS,GPU,2008-06-03,65.0,13.0,210.0,550.0,NVIDIA
AMD Radeon HD 6370D IGP,GPU,2011-11-01,32.0,65.0,1178.0,444.0,AMD
NVIDIA Tesla V100 PCIe 16 GB,GPU,2017-06-21,12.0,300.0,21100.0,1245.0,NVIDIA
AMD Radeon R7 250,GPU,2013-10-08,28.0,65.0,950.0,1000.0,AMD
NVIDIA GeForce GT 740 OEM,GPU,2015-04-14,28.0,65.0,2540.0,1006.0,NVIDIA
NVIDIA Quadro4 100 NVS PCI,GPU,2003-12-22,150.0,10.0,29.0,250.0,NVIDIA
AMD FirePro 2270 PCIe x1,GPU,2011-01-31,40.0,15.0,292.0,600.0,AMD
ATI Radeon HD 4710,GPU,2008-09-10,55.0,59.0,514.0,750.0,ATI
NVIDIA GeForce 210 PCI,GPU,2009-10-12,40.0,31.0,486.0,475.0,NVIDIA
AMD Radeon HD 6850M,GPU,2011-01-04,40.0,50.0,1040.0,675.0,AMD
AMD Radeon HD 8550 OEM,GPU,2013-10-25,40.0,60.0,716.0,650.0,AMD
AMD Radeon R5 Mobile Graphics,GPU,2015-11-07,28.0,15.0,1200.0,200.0,AMD
AMD FirePro W5000,GPU,2012-08-07,28.0,75.0,2800.0,825.0,AMD
AMD Radeon E9175 PCIe,GPU,2017-10-03,14.0,50.0,2200.0,1124.0,AMD
NVIDIA Quadro K2000,GPU,2013-03-01,28.0,51.0,1270.0,954.0,NVIDIA
ATI FirePro V8700 Duo,GPU,NaT,55.0,151.0,956.0,750.0,ATI
AMD Radeon Pro WX 4100,GPU,2016-11-10,14.0,50.0,3000.0,1125.0,AMD
ATI Radeon X800 GTO AGP,GPU,2005-10-01,110.0,49.0,160.0,400.0,ATI
AMD Radeon R9 290X2,GPU,2014-06-24,28.0,580.0,6200.0,1000.0,AMD
NVIDIA Quadro FX 560,GPU,2006-04-20,90.0,30.0,177.0,350.0,NVIDIA
NVIDIA Quadro FX 370,GPU,2007-09-12,80.0,35.0,289.0,360.0,NVIDIA
NVIDIA Playstation 3 GPU 40nm,GPU,2012-10-04,40.0,35.0,302.0,550.0,NVIDIA
NVIDIA GeForce MX230,GPU,2019-02-21,14.0,10.0,1800.0,1519.0,NVIDIA
NVIDIA GeForce GT 435M,GPU,2011-01-15,40.0,35.0,1170.0,590.0,NVIDIA
NVIDIA NVS 5100M,GPU,2010-01-07,40.0,35.0,486.0,550.0,NVIDIA
ATI Radeon HD 3550,GPU,2008-08-04,55.0,30.0,181.0,594.0,ATI
AMD Radeon HD 7870 GHz Edition,GPU,2012-03-05,28.0,175.0,2800.0,1000.0,AMD
NVIDIA GRID RTX T10-4,GPU,NaT,12.0,260.0,18600.0,1065.0,NVIDIA
AMD Radeon HD 8210 IGP,GPU,2014-01-31,28.0,8.0,1178.0,300.0,AMD
NVIDIA GeForce GT 440,GPU,2011-02-01,40.0,65.0,585.0,810.0,NVIDIA
AMD FirePro W8000,GPU,2012-06-14,28.0,225.0,4313.0,900.0,AMD
NVIDIA GeForce GTX 1650 TU116,GPU,2020-07-07,12.0,80.0,6600.0,1410.0,NVIDIA
NVIDIA Tesla PG503-216,GPU,2019-11-26,12.0,250.0,21100.0,1312.0,NVIDIA
NVIDIA GeForce 9400,GPU,2007-04-17,65.0,40.0,314.0,450.0,NVIDIA
ATI Radeon X1050,GPU,2006-12-07,110.0,24.0,107.0,400.0,ATI
AMD Radeon Vega 3 Embedded,GPU,2018-02-13,14.0,15.0,4940.0,300.0,AMD
ATI Radeon HD 4650,GPU,2008-09-10,55.0,48.0,514.0,600.0,ATI
AMD Radeon RX 455 OEM,GPU,2016-06-30,28.0,100.0,2080.0,1050.0,AMD
NVIDIA GeForce GT 435M,GPU,2010-09-03,40.0,35.0,585.0,650.0,NVIDIA
NVIDIA Quadro M6000 24 GB,GPU,2016-03-05,28.0,250.0,8000.0,988.0,NVIDIA
AMD Radeon HD 7870M,GPU,2012-04-24,28.0,45.0,1500.0,800.0,AMD
NVIDIA GeForce G210M,GPU,2009-06-15,40.0,14.0,260.0,625.0,NVIDIA
NVIDIA GeForce GTX 770,GPU,2013-05-30,28.0,230.0,3540.0,1046.0,NVIDIA
ATI Radeon X1800 GTO,GPU,2006-03-01,90.0,48.0,321.0,500.0,ATI
NVIDIA Quadro RTX 5000 Mobile Refresh,GPU,2020-06-08,12.0,110.0,13600.0,1035.0,NVIDIA
AMD Radeon Pro 575,GPU,2017-06-05,14.0,150.0,5700.0,1096.0,AMD
NVIDIA Quadro FX 360M,GPU,2007-05-09,80.0,17.0,210.0,400.0,NVIDIA
NVIDIA GeForce RTX 3080,GPU,2020-09-01,8.0,320.0,28300.0,1440.0,NVIDIA
AMD Radeon HD 7430M,GPU,2012-01-07,40.0,7.0,370.0,600.0,AMD
AMD Radeon Pro WX 8100,GPU,2017-12-03,14.0,230.0,12500.0,1200.0,AMD
NVIDIA GeForce GTX 1660,GPU,2019-03-14,12.0,120.0,6600.0,1530.0,NVIDIA
AMD Radeon Pro 5300M,GPU,2019-11-13,7.0,85.0,6400.0,1000.0,AMD
AMD FirePro S7150 x2,GPU,2016-02-01,28.0,265.0,5000.0,1050.0,AMD
NVIDIA Quadro FX 1600M,GPU,2007-06-01,80.0,50.0,289.0,625.0,NVIDIA
AMD Radeon Pro 560X,GPU,2018-07-16,14.0,75.0,3000.0,1004.0,AMD
NVIDIA Quadro Plex 1000 Model II,GPU,2008-07-25,110.0,640.0,302.0,470.0,NVIDIA
AMD Radeon R9 390 X2,GPU,2015-09-03,28.0,580.0,6200.0,1000.0,AMD
NVIDIA GeForce 9400 GT PCI,GPU,2008-08-27,55.0,50.0,314.0,550.0,NVIDIA
AMD Radeon HD 7950 Boost,GPU,2012-06-22,28.0,200.0,4313.0,850.0,AMD
NVIDIA GeForce GTX 760 Ti OEM Rebrand,GPU,2013-08-25,28.0,170.0,3540.0,915.0,NVIDIA
NVIDIA GeForce GT 630 OEM,GPU,2012-04-24,28.0,50.0,1270.0,875.0,NVIDIA
NVIDIA GeForce GTX 590,GPU,2011-03-24,40.0,365.0,3000.0,608.0,NVIDIA
NVIDIA Quadro M620 Mobile,GPU,2017-01-11,28.0,30.0,1870.0,756.0,NVIDIA
NVIDIA GeForce GTX 660 OEM,GPU,2012-08-22,28.0,130.0,3540.0,823.0,NVIDIA
ATI Radeon HD 5730,GPU,2011-02-26,40.0,64.0,627.0,775.0,ATI
ATI FireGL V3200,GPU,2004-09-01,130.0,46.0,75.0,500.0,ATI
AMD Radeon RX 5500M,GPU,2019-10-07,7.0,85.0,6400.0,1375.0,AMD
NVIDIA GeForce 9600M GT,GPU,2008-06-04,55.0,23.0,314.0,500.0,NVIDIA
NVIDIA GeForce 610,GPU,2011-12-01,40.0,12.0,292.0,738.0,NVIDIA
AMD Radeon Pro Vega 56,GPU,2017-08-14,14.0,210.0,12500.0,1138.0,AMD
NVIDIA Quadro K5000 Mac Edition,GPU,2012-08-07,28.0,122.0,3540.0,706.0,NVIDIA
ATI Radeon X1050 AGP,GPU,2006-12-07,130.0,24.0,60.0,250.0,ATI
ATI Radeon HD 4870 Mac Edition,GPU,2009-01-06,55.0,150.0,956.0,750.0,ATI
AMD FirePro V3900,GPU,2012-02-07,40.0,50.0,716.0,650.0,AMD
NVIDIA GeForce GT 625 OEM,GPU,2013-02-18,40.0,29.0,292.0,874.0,NVIDIA
AMD Radeon RX 5700 XT 50th Anniversary,GPU,2019-07-07,7.0,225.0,10300.0,1680.0,AMD
NVIDIA Quadro P600 Mobile,GPU,2017-02-07,14.0,25.0,3300.0,1430.0,NVIDIA
ATI Mobility Radeon HD 560v,GPU,2010-05-05,55.0,15.0,514.0,550.0,ATI
NVIDIA GeForce FX 5900 XT,GPU,2003-05-12,130.0,35.0,135.0,400.0,NVIDIA
NVIDIA Quadro NVS 120M,GPU,2006-06-01,90.0,10.0,112.0,450.0,NVIDIA
NVIDIA A30 PCIe,GPU,2021-04-12,7.0,165.0,54200.0,930.0,NVIDIA
ATI Radeon 9600 XT,GPU,2003-10-01,130.0,22.0,60.0,500.0,ATI
ATI Radeon HD 4720,GPU,2011-12-11,55.0,55.0,514.0,600.0,ATI
NVIDIA GeForce GTX 460M,GPU,2010-09-03,40.0,50.0,1170.0,675.0,NVIDIA
ATI FirePro V7760,GPU,2012-01-01,55.0,76.0,956.0,750.0,ATI
NVIDIA GRID K180Q,GPU,2013-06-28,28.0,130.0,1270.0,850.0,NVIDIA
NVIDIA Quadro FX 770M,GPU,2008-08-14,65.0,35.0,314.0,500.0,NVIDIA
ATI Radeon 7000 PCI,GPU,2001-02-19,180.0,23.0,30.0,133.0,ATI
NVIDIA GeForce GT 220M,GPU,2009-06-15,55.0,14.0,314.0,500.0,NVIDIA
NVIDIA GeForce GT 710M,GPU,2013-01-09,28.0,15.0,585.0,775.0,NVIDIA
ATI FireMV 2250,GPU,2007-01-01,80.0,32.0,107.0,600.0,ATI
NVIDIA GeForce GT 635 OEM,GPU,2013-10-01,28.0,35.0,1020.0,967.0,NVIDIA
NVIDIA GeForce GTX 950,GPU,2015-08-20,28.0,90.0,2940.0,1024.0,NVIDIA
NVIDIA GeForce GTX 1660 Ti,GPU,2019-02-22,12.0,120.0,6600.0,1500.0,NVIDIA
NVIDIA Quadro RTX 5000 Max-Q,GPU,2019-05-27,12.0,80.0,13600.0,600.0,NVIDIA
AMD Radeon HD 8570D IGP,GPU,2013-07-10,32.0,65.0,1303.0,800.0,AMD
AMD Radeon Vega 9 Mobile,GPU,2019-10-22,14.0,15.0,4940.0,300.0,AMD
NVIDIA GeForce 9500 GT Mac Edition,GPU,2010-05-19,55.0,50.0,314.0,550.0,NVIDIA
NVIDIA GeForce GTX 750,GPU,2014-02-18,28.0,55.0,1870.0,1020.0,NVIDIA
AMD Radeon Pro 455,GPU,2016-10-30,14.0,35.0,3000.0,855.0,AMD
ATI Radeon X700 XT,GPU,2004-09-01,110.0,38.0,120.0,475.0,ATI
ATI Radeon HD 4870,GPU,2008-06-25,55.0,150.0,956.0,750.0,ATI
NVIDIA GeForce GT 630,GPU,2012-05-15,40.0,65.0,585.0,810.0,NVIDIA
AMD Radeon HD 7730,GPU,2013-05-01,28.0,47.0,1500.0,800.0,AMD
NVIDIA Quadro FX 1500,GPU,2006-04-20,90.0,65.0,278.0,325.0,NVIDIA
ATI Radeon HD 5750,GPU,2009-10-13,40.0,86.0,1040.0,700.0,ATI
NVIDIA GeForce GT 630M,GPU,2012-03-22,28.0,33.0,585.0,800.0,NVIDIA
AMD Radeon HD 7550M,GPU,2012-01-07,40.0,14.0,716.0,500.0,AMD
AMD Radeon E9390 PCIe,GPU,2019-10-15,14.0,75.0,5700.0,713.0,AMD
NVIDIA GeForce 505 OEM,GPU,2013-02-17,40.0,25.0,486.0,615.0,NVIDIA
NVIDIA GeForce GT 445M,GPU,2010-09-03,40.0,35.0,1170.0,590.0,NVIDIA
ATI Radeon HD 4570,GPU,2008-11-25,55.0,25.0,242.0,650.0,ATI
AMD Radeon RX 550 640SP,GPU,2017-10-13,14.0,60.0,3000.0,1019.0,AMD
NVIDIA GeForce GTX 1650 SUPER,GPU,2019-11-22,12.0,100.0,6600.0,1530.0,NVIDIA
AMD Radeon 530 Mobile,GPU,2017-04-18,28.0,50.0,1550.0,730.0,AMD
AMD Radeon R5 A240,GPU,2014-01-01,28.0,50.0,950.0,730.0,AMD
NVIDIA GeForce GTX 1060 8 GB GDDR5X,GPU,NaT,16.0,120.0,7200.0,1506.0,NVIDIA
ATI Radeon X800 GT,GPU,2005-11-01,110.0,40.0,160.0,475.0,ATI
AMD Radeon Pro 560,GPU,2017-04-18,14.0,75.0,3000.0,907.0,AMD
NVIDIA Quadro 410,GPU,2012-08-07,28.0,38.0,1270.0,706.0,NVIDIA
AMD Radeon HD 8210E,GPU,2013-04-23,28.0,9.0,1178.0,300.0,AMD
NVIDIA GeForce GTX 1650 Mobile,GPU,2020-04-15,12.0,50.0,4700.0,1380.0,NVIDIA
NVIDIA Quadro K4000,GPU,2013-03-01,28.0,80.0,2540.0,810.0,NVIDIA
AMD Radeon RX 580X,GPU,2018-04-11,14.0,185.0,5700.0,1257.0,AMD
NVIDIA Quadro K620,GPU,2014-07-22,28.0,45.0,1870.0,1058.0,NVIDIA
NVIDIA Quadro FX 3450,GPU,2005-07-28,130.0,83.0,222.0,425.0,NVIDIA
AMD Radeon RX 560X,GPU,2018-04-11,14.0,75.0,3000.0,1175.0,AMD
NVIDIA GeForce 8400 GS PCI Rev. 2,GPU,2007-04-17,40.0,40.0,260.0,520.0,NVIDIA
AMD Radeon Pro 570,GPU,2017-06-05,14.0,150.0,5700.0,1000.0,AMD
ATI Radeon HD 2400,GPU,2008-02-19,65.0,20.0,180.0,398.0,ATI
NVIDIA Quadro FX 330,GPU,2004-06-28,150.0,21.0,45.0,250.0,NVIDIA
ATI Radeon 9200 SE,GPU,2003-03-01,150.0,28.0,36.0,200.0,ATI
NVIDIA GeForce GTX 780 Ti 6 GB,GPU,NaT,28.0,250.0,7080.0,875.0,NVIDIA
AMD FirePro M6000,GPU,2012-07-01,28.0,43.0,1500.0,800.0,AMD
AMD Radeon RX Vega 11 Mobile,GPU,2018-05-10,14.0,35.0,4940.0,300.0,AMD
AMD Radeon Sky 700,GPU,2013-03-27,28.0,225.0,4313.0,900.0,AMD
NVIDIA Quadro FX 1700,GPU,2007-09-12,80.0,42.0,289.0,460.0,NVIDIA
AMD Radeon 625 Mobile,GPU,2019-05-13,28.0,50.0,1550.0,730.0,AMD
NVIDIA GeForce 8400M G,GPU,2007-05-09,80.0,10.0,210.0,400.0,NVIDIA
NVIDIA GeForce GT 640 Rev. 2,GPU,2013-05-29,28.0,49.0,1020.0,1046.0,NVIDIA
NVIDIA GRID K540Q,GPU,2014-07-02,28.0,225.0,3540.0,745.0,NVIDIA
NVIDIA GeForce GT 710,GPU,2014-03-27,28.0,19.0,1020.0,954.0,NVIDIA
NVIDIA GeForce 9400 GT Rev. 2,GPU,2008-08-27,55.0,50.0,314.0,550.0,NVIDIA
AMD Radeon R9 270X,GPU,2013-10-08,28.0,180.0,2800.0,1000.0,AMD
AMD Radeon R5 340X OEM,GPU,2015-05-05,28.0,65.0,950.0,900.0,AMD
NVIDIA GeForce 9500 GT,GPU,2008-07-29,65.0,50.0,314.0,600.0,NVIDIA
AMD Radeon RX 560DX,GPU,2018-04-11,14.0,65.0,3000.0,1090.0,AMD
AMD Radeon R7 260X,GPU,2013-10-08,28.0,115.0,2080.0,1100.0,AMD
ATI Radeon X1700 SE,GPU,2007-11-30,80.0,50.0,330.0,500.0,ATI
AMD Radeon HD 6370M,GPU,2010-11-26,40.0,11.0,292.0,750.0,AMD
AMD Radeon HD 8770 OEM,GPU,2013-09-02,28.0,85.0,2080.0,1050.0,AMD
NVIDIA Quadro RTX 4000 Mobile,GPU,2019-05-27,12.0,110.0,13600.0,1110.0,NVIDIA
ATI Radeon 9200 PCI,GPU,2003-05-01,150.0,28.0,36.0,250.0,ATI
NVIDIA GeForce GT 240M,GPU,2009-06-15,40.0,23.0,486.0,550.0,NVIDIA
ATI Radeon 9200,GPU,2003-05-01,150.0,28.0,36.0,250.0,ATI
NVIDIA GeForce GTX 1080 Mobile,GPU,2016-08-15,16.0,150.0,7200.0,1556.0,NVIDIA
AMD Radeon Vega 10 Mobile,GPU,2019-01-06,14.0,15.0,4940.0,300.0,AMD
NVIDIA GeForce GT 635M,GPU,2012-03-22,40.0,33.0,585.0,660.0,NVIDIA
ATI Radeon HD 5570,GPU,2011-10-11,40.0,39.0,716.0,650.0,ATI
NVIDIA GeForce RTX 3060 Ti,GPU,2020-12-01,8.0,200.0,17400.0,1410.0,NVIDIA
NVIDIA GeForce GT 730,GPU,2014-06-18,40.0,49.0,585.0,700.0,NVIDIA
ATI Radeon E4690 MXM,GPU,2009-06-01,55.0,30.0,514.0,600.0,ATI
ATI Radeon HD 5850,GPU,2009-09-30,40.0,151.0,2154.0,725.0,ATI
NVIDIA GeForce GTX 465,GPU,2010-05-31,40.0,200.0,3100.0,608.0,NVIDIA
AMD Radeon HD 6390,GPU,2011-07-04,40.0,39.0,627.0,550.0,AMD
AMD FirePro S7150,GPU,2016-02-01,28.0,150.0,5000.0,920.0,AMD
NVIDIA GeForce 9600 GTX,GPU,2009-05-27,65.0,140.0,754.0,580.0,NVIDIA
NVIDIA Tesla PG500-216,GPU,2019-11-26,12.0,250.0,21100.0,1260.0,NVIDIA
NVIDIA Quadro NVS 50 PCI,GPU,2005-05-31,150.0,10.0,29.0,250.0,NVIDIA
ATI Radeon X1950 XTX,GPU,2006-10-17,90.0,125.0,384.0,650.0,ATI
Intel Iris Graphics 5100,GPU,2013-05-27,22.0,30.0,1300.0,200.0,Intel
NVIDIA GeForce GTX 460 v2 ES,GPU,2011-09-24,40.0,160.0,1950.0,779.0,NVIDIA
NVIDIA GeForce 8600 GT Mac Edition,GPU,2007-04-17,80.0,47.0,289.0,600.0,NVIDIA
NVIDIA Tegra 4 GPU,GPU,2013-08-01,28.0,20.0,11.0,672.0,NVIDIA
AMD Radeon R9 295X2,GPU,2014-04-29,28.0,500.0,6200.0,1018.0,AMD
NVIDIA GeForce GTX 750 Ti OEM,GPU,NaT,28.0,150.0,2540.0,1033.0,NVIDIA
AMD Radeon Vega 11,GPU,2019-09-30,14.0,15.0,4940.0,300.0,AMD
AMD Radeon HD 7330M,GPU,2012-01-07,40.0,5.0,292.0,500.0,AMD
NVIDIA GeForce GTX 490,GPU,NaT,40.0,365.0,3100.0,608.0,NVIDIA
ATI Radeon HD 5470,GPU,2012-02-13,40.0,19.0,292.0,650.0,ATI
AMD Radeon HD 8650D IGP,GPU,2013-12-28,32.0,65.0,1303.0,720.0,AMD
AMD Radeon R7 265X OEM,GPU,2014-08-12,28.0,150.0,2800.0,900.0,AMD
NVIDIA GeForce 9500 GS,GPU,2008-07-29,65.0,40.0,314.0,550.0,NVIDIA
NVIDIA GeForce 7900 GS AGP,GPU,2006-04-02,90.0,65.0,278.0,450.0,NVIDIA
NVIDIA GeForce 8600 GS,GPU,2007-04-17,80.0,47.0,289.0,540.0,NVIDIA
AMD Radeon HD 6990M Rebrand,GPU,2011-07-12,40.0,100.0,1040.0,800.0,AMD
NVIDIA GeForce GTS 250M,GPU,2009-06-15,40.0,28.0,727.0,500.0,NVIDIA
AMD Radeon R5 235 OEM,GPU,2013-12-21,40.0,35.0,370.0,775.0,AMD
AMD Radeon HD 8400E,GPU,2013-04-23,28.0,25.0,1178.0,600.0,AMD
NVIDIA Quadro NVS 290,GPU,2007-10-04,80.0,21.0,210.0,459.0,NVIDIA
NVIDIA GeForce GTX 275,GPU,2009-01-15,55.0,219.0,1400.0,633.0,NVIDIA
NVIDIA GeForce GT 710,GPU,2014-03-27,28.0,19.0,1020.0,954.0,NVIDIA
NVIDIA Quadro FX 3600M,GPU,2008-02-23,65.0,70.0,754.0,500.0,NVIDIA
NVIDIA GeForce 9600 GT,GPU,2008-02-21,65.0,95.0,505.0,650.0,NVIDIA
NVIDIA GeForce GTX 670M,GPU,2012-03-22,40.0,75.0,1950.0,598.0,NVIDIA
NVIDIA Quadro Plex 2100 S4,GPU,2008-07-25,90.0,640.0,681.0,600.0,NVIDIA
ATI Radeon HD 3690,GPU,2008-03-30,55.0,75.0,666.0,670.0,ATI
AMD Radeon HD 6250 IGP,GPU,2010-11-09,40.0,9.0,450.0,500.0,AMD
NVIDIA GeForce GT 635M,GPU,2012-03-22,40.0,35.0,1170.0,650.0,NVIDIA
NVIDIA Quadro FX 550,GPU,2006-04-20,110.0,30.0,146.0,360.0,NVIDIA
ATI FireGL V5600,GPU,2007-06-28,65.0,89.0,390.0,800.0,ATI
ATI Radeon HD 5870,GPU,2009-09-23,40.0,188.0,2154.0,850.0,ATI
NVIDIA GeForce GTX 1070 GDDR5X,GPU,2018-12-04,16.0,150.0,7200.0,1506.0,NVIDIA
ATI Radeon X1900 CrossFire Edition,GPU,2006-01-24,90.0,100.0,384.0,625.0,ATI
NVIDIA GeForce GTS 450 OEM,GPU,2010-10-11,40.0,106.0,1170.0,790.0,NVIDIA
NVIDIA GeForce GTX 580M,GPU,2011-06-28,40.0,100.0,1950.0,620.0,NVIDIA
NVIDIA GeForce GTX 1050 Mobile,GPU,2017-01-03,14.0,75.0,3300.0,1354.0,NVIDIA
AMD Radeon Pro WX 3100,GPU,2017-06-12,14.0,65.0,2200.0,925.0,AMD
NVIDIA GeForce GT 720,GPU,2014-03-27,28.0,19.0,1020.0,967.0,NVIDIA
ATI FirePro V7800P,GPU,2011-05-16,40.0,138.0,2154.0,700.0,ATI
AMD Radeon R4 Mobile Graphics,GPU,2014-06-11,28.0,15.0,930.0,800.0,AMD
NVIDIA GeForce RTX 3070 Max-Q,GPU,2021-01-12,8.0,80.0,17400.0,780.0,NVIDIA
AMD Radeon RX Vega 10 Mobile,GPU,2017-10-26,14.0,10.0,4940.0,300.0,AMD
NVIDIA Tesla K8,GPU,2014-09-16,28.0,100.0,3540.0,693.0,NVIDIA
NVIDIA GeForce 800M,GPU,2014-03-17,28.0,15.0,585.0,738.0,NVIDIA
NVIDIA GeForce 9100M G mGPU AMD,GPU,2008-07-29,80.0,12.0,210.0,450.0,AMD
AMD Radeon 610 Mobile,GPU,2019-05-23,28.0,50.0,690.0,1030.0,AMD
NVIDIA Quadro FX 570,GPU,2007-09-12,80.0,38.0,289.0,460.0,NVIDIA
3dfx Voodoo5 6000,GPU,NaT,250.0,60.0,14.0,166.0,Other
NVIDIA GeForce GTX 650,GPU,2013-11-27,28.0,65.0,2540.0,1058.0,NVIDIA
AMD FirePro A300,GPU,2012-06-06,32.0,65.0,1303.0,760.0,AMD
NVIDIA GeForce GTX 1070 Mobile,GPU,2016-08-15,16.0,120.0,7200.0,1442.0,NVIDIA
NVIDIA GeForce Go 7950 GTX,GPU,2006-10-12,90.0,45.0,278.0,575.0,NVIDIA
NVIDIA GeForce GT 330 OEM,GPU,2010-02-02,55.0,75.0,754.0,500.0,NVIDIA
AMD Radeon Instinct MI50,GPU,2018-11-18,7.0,300.0,13230.0,1200.0,AMD
AMD Radeon RX 540X Mobile,GPU,2018-04-11,14.0,50.0,2200.0,1124.0,AMD
AMD Radeon R9 M390 Mac Edition,GPU,2015-05-05,28.0,80.0,2800.0,958.0,AMD
AMD Radeon Vega 3 Mobile,GPU,2018-01-08,14.0,15.0,4940.0,300.0,AMD
AMD Radeon E6760 PCIe,GPU,2011-05-02,40.0,45.0,716.0,600.0,AMD
AMD FirePro RG220A,GPU,2010-05-01,55.0,35.0,242.0,500.0,AMD
NVIDIA GeForce G105M,GPU,2009-01-08,65.0,14.0,210.0,640.0,NVIDIA
NVIDIA Quadro K3100M,GPU,2013-07-23,28.0,75.0,3540.0,706.0,NVIDIA
NVIDIA GeForce GTS 240 OEM,GPU,2009-07-01,55.0,120.0,754.0,675.0,NVIDIA
NVIDIA Tesla V100 SXM2 16 GB,GPU,2019-11-26,12.0,250.0,21100.0,1245.0,NVIDIA
ATI Radeon X1900 GT,GPU,2006-05-01,90.0,75.0,384.0,575.0,ATI
NVIDIA GeForce GT 440 Mac Edition,GPU,2011-02-09,40.0,65.0,585.0,810.0,NVIDIA
NVIDIA Quadro M1200 Mobile,GPU,2017-01-11,28.0,45.0,1870.0,991.0,NVIDIA
AMD Radeon HD 7630M,GPU,2012-01-07,40.0,20.0,716.0,450.0,AMD
NVIDIA GeForce GTX 1050 Max-Q,GPU,2018-01-03,14.0,75.0,3300.0,1000.0,NVIDIA
AMD Radeon HD 6520G IGP,GPU,2011-12-07,32.0,35.0,1178.0,400.0,AMD
NVIDIA GeForce GT 610 OEM,GPU,2012-09-09,40.0,29.0,292.0,550.0,NVIDIA
NVIDIA Quadro M2000,GPU,2016-04-08,28.0,75.0,2940.0,796.0,NVIDIA
AMD Radeon HD 6250,GPU,2011-01-31,40.0,19.0,292.0,650.0,AMD
AMD Radeon RX Vega 64,GPU,2017-08-07,14.0,295.0,12500.0,1247.0,AMD
AMD FirePro M5950,GPU,2011-01-04,40.0,35.0,716.0,725.0,AMD
AMD Radeon RX Vega 11 Embedded,GPU,2018-04-19,14.0,35.0,4940.0,300.0,AMD
